country,year,month,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR_mm_per_day,PRECTOTCORR_monthly_mm
Niger,1981,1,15.141061247199476,29.55111713998594,4.5780321768266585,23.224945844305687,0.0,0.0
Niger,1981,2,19.995154316903513,34.671090879625424,7.38315257122382,16.493843719649963,0.00542533777059121,0.15190945757655389
Niger,1981,3,25.361481071017934,38.01431266737162,13.440491123848915,14.888391428181013,0.011250437746612905,0.3487635701450001
Niger,1981,4,30.34295164042363,42.95506917013815,16.530178337620008,15.889938038703832,0.07002038973029413,2.100611691908824
Niger,1981,5,32.434834564910545,42.30356742027653,22.353989933076114,23.14147133602393,0.32919983359824584,10.205194841545621
Niger,1981,6,32.73063999191148,42.53568785942582,22.814665432955582,27.33773494158979,1.027891065051659,30.836731951549773
Niger,1981,7,30.923610889417827,40.76242812163929,22.067527573513228,37.54962467578193,1.92313941688345,59.617321923386946
Niger,1981,8,30.87032377174732,40.19860854316414,22.277741897395018,38.02545011664548,1.234366593446945,38.2653643968553
Niger,1981,9,29.53817366462202,39.25473853387437,20.221208596974833,32.65049357119705,0.825573943954415,24.767218318632448
Niger,1981,10,27.52631032932312,38.34257243568137,17.743427364950676,21.48469013903262,0.04115866338022651,1.2759185647870217
Niger,1981,11,20.62936593538055,34.46795232509387,9.823766247453705,23.134288477964418,0.0005151301521086323,0.015453904563258968
Niger,1981,12,18.85180646521471,30.884351191397116,8.502102031620131,17.511304293240354,0.0003022452582422411,0.009369603005509474
Niger,1982,1,18.332520356848804,32.25303013901659,6.736200400250408,20.985353345721332,0.026040040443068218,0.8072412537351148
Niger,1982,2,19.77110000142159,33.87949247361313,5.819197017357976,18.495033090745856,0.046561696174415974,1.3037274928836473
Niger,1982,3,25.007859038590162,38.219845195755944,9.210918390489633,17.89900110953416,0.055220514232932734,1.7118359412209148
Niger,1982,4,30.463793298465124,41.018064579644786,17.879985789071863,17.08941165269317,0.060008150709326934,1.800244521279808
Niger,1982,5,31.534098155643076,41.52984580246991,20.551590033956387,24.600773889298054,0.7992652649764063,24.777223214268595
Niger,1982,6,32.23729322290388,41.67911104136369,22.904933264241453,31.095995507541954,0.761681385629527,22.85044156888581
Niger,1982,7,31.44041704897806,40.56312159352315,22.515138101193045,31.673790616796804,0.8215792656341326,25.468957234658113
Niger,1982,8,30.06277293860901,39.182225952256225,22.100037162807663,44.11960885162449,2.6277582239121933,81.46050494127799
Niger,1982,9,30.049155455907968,39.735062929786565,20.536613210420505,31.657575377560637,0.409810369232014,12.29431107696042
Niger,1982,10,28.351433215613078,38.55880806812202,18.53884015141507,25.543107855254668,0.13712131091695579,4.250760638425629
Niger,1982,11,21.084716074818253,33.61576398161435,9.096477757450813,21.515036064770424,0.004157847309244638,0.12473541927733914
Niger,1982,12,18.604120021422833,31.061169182667662,7.354649896525203,23.9329851387987,0.02626866340845805,0.8143285656621996
Niger,1983,1,13.845617855348118,25.755512848843633,4.324134433059229,30.458768464947536,0.0003909993643160915,0.012120980293798838
Niger,1983,2,21.16099123486438,35.10543136374413,7.135500005254894,19.760228384311834,0.012425591849838342,0.3479165717954736
Niger,1983,3,22.51716288826573,38.79467547299034,10.425037080466236,15.557516870321287,0.011404008851884017,0.3535242744084045
Niger,1983,4,28.64636098331379,42.01010242376365,15.199968210250946,11.783333160691623,0.015050820808892959,0.45152462426678874
Niger,1983,5,33.359265641814595,43.58358621712143,22.48158745361626,20.213427025952043,0.3766933163973378,11.67749280831747
Niger,1983,6,32.457242877746616,42.812612718889646,21.90788428677814,28.827562265805746,0.896526177275652,26.89578531826956
Niger,1983,7,31.972035108631037,41.71804850326412,23.149252483794896,33.876663145629536,1.0677479821197504,33.100187445712265
Niger,1983,8,31.12667800012489,40.814363934179944,22.571027971097198,37.82571448633441,1.5746016451343663,48.812650999165356
Niger,1983,9,30.174542236743466,40.10595985492354,20.347633226394322,30.98465254815461,0.7164153717421122,21.492461152263367
Niger,1983,10,25.62869114459135,38.232462138119736,14.876364973685185,21.271272628791344,0.029382492974246013,0.9108572822016264
Niger,1983,11,23.080433758309667,34.742211093145876,11.948183227906679,19.710947777638815,0.0,0.0
Niger,1983,12,19.78890176252145,32.07807724775618,8.092101076417075,21.482475670116152,0.0010998212798765388,0.0340944596761727
Niger,1984,1,16.596673086963435,29.984442960977656,6.231601846390726,21.93848189934925,0.0,0.0
