country,year,month,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR_mm_per_day,PRECTOTCORR_monthly_mm
Togo,1981,1,23.899060469555558,32.01687240732567,14.625334705303867,61.06845509308391,0.20553459610817953,6.371572479353565
Togo,1981,2,26.289248353314676,34.904362392089986,16.567361374305065,63.10819989314256,0.06763923109774979,1.8938984707369941
Togo,1981,3,26.974669770049374,35.575832173406404,20.906833024771398,72.45615447467695,2.4753505503884834,76.73586706204298
Togo,1981,4,27.21773647389708,35.911256591037166,21.41888992722324,76.7661125138014,3.940730597372477,118.22191792117431
Togo,1981,5,26.010242695432733,32.93538182114913,21.43834087804597,81.84718045274923,3.9899590617114,123.68873091305339
Togo,1981,6,25.5376445913855,32.13946469710621,20.718339072058424,83.61305337150095,7.767566303457531,233.02698910372592
Togo,1981,7,23.975892285860542,29.506787369265222,20.28166624824924,87.42826647365314,6.435531854192737,199.50148747997486
Togo,1981,8,23.878354084252006,30.115639716416656,19.320263797474198,87.18202495256425,7.7540418013771495,240.37529584269163
Togo,1981,9,24.3008227343896,30.137748418676885,20.171653544097804,86.68726780895796,8.106718937715716,243.20156813147148
Togo,1981,10,25.233076635987334,30.78419484146394,20.50771310287721,84.61117516935558,4.251820209958776,131.80642650872207
Togo,1981,11,24.407389437802223,31.411671111250772,14.819169611469876,73.81048450596698,0.10519190160186348,3.1557570480559045
Togo,1981,12,25.092680088999057,33.30620607566107,16.264134299433305,65.34275696421925,0.005019037731614225,0.155590169680041
Togo,1982,1,24.900160667057854,34.462648953853765,13.599728045298566,52.78946244019127,0.5917393056866946,18.343918476287534
Togo,1982,2,25.743654374428257,35.17992164264504,16.648017647822726,64.11280083935915,5.815178950399455,162.82501061118472
Togo,1982,3,26.45909837828414,35.4698873997056,17.358463673766607,71.3166309972949,2.6925934646455274,83.47039740401135
Togo,1982,4,26.60178737555494,34.23008538963401,21.866093844794932,80.00197083861073,3.9999890727097576,119.99967218129272
Togo,1982,5,25.810261232115028,31.788692491045943,20.954009247883082,83.4829980335923,4.714360061131057,146.14516189506276
Togo,1982,6,24.917653988385158,30.658380002304767,20.649376057301374,85.42057150608294,6.55278859100131,196.5836577300393
Togo,1982,7,24.06757935872858,29.73898643782039,19.943554878788355,86.0118136575203,4.632424040215223,143.6051452466719
Togo,1982,8,23.470189910357472,29.28775527444414,19.145245501535186,86.27590926818758,5.347080580563614,165.75949799747204
Togo,1982,9,24.67028535205341,31.071950603719646,20.38323224774984,85.00200840813164,5.6243197921657355,168.72959376497207
Togo,1982,10,24.713033988672226,30.86379860147862,20.196772866020957,84.44525908538083,4.343096126345642,134.6359799167149
Togo,1982,11,24.954450421109446,32.023466573209255,16.53278581106302,69.07735752694244,0.3703315161619423,11.109945484858269
Togo,1982,12,24.9758112505636,33.91828990291727,15.565333165191658,58.39706963900316,0.07522058736043735,2.331838208173558
Togo,1983,1,23.525416275047192,35.1046426149199,13.713640609702724,39.776746783910546,0.0,0.0
Togo,1983,2,28.656024261412988,38.50257429983922,16.419760030682713,48.02651471525951,0.05754911861475679,1.61137532121319
Togo,1983,3,30.013085244204156,40.47498584330288,19.701521494501442,43.87199491552595,0.34237955158543354,10.613766099148439
Togo,1983,4,28.41379477291385,37.86487263101312,22.41851399446486,70.93610557854517,3.908594938200972,117.25784814602916
Togo,1983,5,27.39178914334176,35.912627363831646,22.003722897405186,75.5285013781288,4.882621742436945,151.3612740155453
Togo,1983,6,25.405091407768676,31.71705159704553,20.647677857038214,84.33001949846266,7.423555301460952,222.70665904382855
Togo,1983,7,24.712526304014883,30.600305641185265,20.412983478206776,85.28005049823297,6.470345271350707,200.58070341187192
Togo,1983,8,24.392526308036008,30.828599038325798,19.820750641197034,82.87344545325058,2.89001910123348,89.59059213823788
Togo,1983,9,24.69555365184593,31.20792253696322,19.984073974464273,83.64941466032505,5.897784719405255,176.93354158215766
Togo,1983,10,26.33743491376311,35.838358710611864,19.671362592703787,71.98657178575246,0.7756772408865943,24.045994467484423
Togo,1983,11,27.3758973628097,36.4340811428038,19.192885643748916,60.00580545321727,0.4607483176485374,13.822449529456122
Togo,1983,12,26.323205831085442,35.098752399027106,16.61970185452941,60.84340091392923,1.031727623277152,31.98355632159171
Togo,1984,1,26.937139909403584,36.71630837616694,16.575844217655888,42.360471712219336,0.00748895785375381,0.2321576934663681
Togo,1984,2,28.84863329177201,38.688015498944885,16.30740154092745,39.35711967365759,0.027560794245352124,0.7992630331152116
Togo,1984,3,27.914391055332064,38.181005815802294,20.867919171398096,66.18964073875811,3.0887929070452835,95.75258011840378
Togo,1984,4,26.977315865730723,36.24561358688077,21.94126848297292,74.6604301175621,4.861344609541408,145.84033828624226
Togo,1984,5,25.69367442709599,31.430656964992497,21.46655758274141,83.82432703355273,6.510356196684045,201.82104209720538
Togo,1984,6,25.43551228181037,31.801764794234252,20.700855996021186,82.32925717628848,3.829878924105948,114.89636772317844
Togo,1984,7,24.42051507682789,30.36127892095709,19.949554752955226,84.74403810646164,5.654442340622173,175.28771255928734
Togo,1984,8,24.53317766145543,30.150830085432514,20.109095058668686,84.98412320879805,5.02916919959736,155.90424518751817
Togo,1984,9,24.353509938252298,30.093757418452437,20.041226838272507,86.11559146281289,6.644012489495599,199.32037468486797
Togo,1984,10,25.180799636424304,31.604238770310914,20.652520177291695,83.01850166295344,4.057643481872714,125.78694793805413
Togo,1984,11,25.693213975679576,33.56342524137441,17.800184224170764,73.18023161556162,0.21532592736338257,6.459777820901477
Togo,1984,12,25.589803013664746,34.4092527260938,15.721458314064153,54.75980364094379,0.16543533590029488,5.128495412909142
Togo,1985,1,26.773786624129496,36.32869477898245,16.660436972065714,54.84233145158521,0.13034953694687834,4.040835645353228
Togo,1985,2,27.65040588246981,38.37602279385018,16.96230475362806,39.667099238217276,0.07272198147972389,2.036215481432269
Togo,1985,3,28.596110370616415,39.35301067101247,21.26106129011804,59.52409532695488,1.1732834809964787,36.37178791089084
Togo,1985,4,27.256318272694585,35.39099795667309,22.016034173277887,73.42048604642615,3.7186110912490355,111.55833273747106
Togo,1985,5,26.441710452446216,33.435084076538104,21.57827207741517,78.68783272188358,3.723925932175838,115.44170389745098
Togo,1985,6,25.337002365585338,33.13935554921386,20.513487102372412,80.26005064819796,4.377038661545323,131.3111598463597
Togo,1985,7,23.637967478477727,29.1651276825288,19.343822684310503,86.79850606968094,9.544058495027505,295.86581334585264
Togo,1985,8,23.706020475817326,29.60164318687439,19.94217927217235,87.99632810534689,9.142585969847191,283.42016506526295
Togo,1985,9,24.088305854428057,29.86654367547011,20.12580471662051,86.88692461842874,8.720214918948667,261.60644756846
Togo,1985,10,25.063322859529624,31.19665436271897,19.775935904715542,82.66567404101556,2.4009426818748736,74.42922313812107
Togo,1985,11,25.298335041493978,32.26246519308294,19.13768384424034,78.30715789570642,1.4521180382578096,43.56354114773429
Togo,1985,12,23.782280792916094,32.77269312444931,15.27001718656848,60.44072542945836,0.0050131999163165585,0.15540919740581333
Togo,1986,1,25.072511787443922,35.109546972345,14.808215118117507,50.30248949653416,0.020019799371833763,0.6206137805268467
Togo,1986,2,27.283525715502243,35.97291682767299,20.131600207513195,65.39201572140094,1.14243836952763,31.988274346773636
Togo,1986,3,26.71373462823736,34.48316071904635,20.711986333002113,71.07002044108977,2.2211209578451507,68.85474969319968
Togo,1986,4,27.38921590252003,35.127446875774964,21.715664332377955,74.56374962864322,2.679606793764923,80.38820381294768
Togo,1986,5,27.146314195371108,34.97853614294436,21.10286694802727,72.55041993241987,2.6299987388049666,81.52996090295396
Togo,1986,6,25.942150863258277,33.93691227314588,20.643021008361437,78.20191668713237,4.245130994279873,127.35392982839619
Togo,1986,7,24.09778927809953,30.064559834583832,17.90553412863346,84.49245466112708,6.475217070166729,200.7317291751686
Togo,1986,8,24.377681394853624,30.83195716218979,18.000606199451784,82.74767656465292,5.620851223948994,174.2463879424188
Togo,1986,9,24.423253557075423,30.261200444987626,18.81876403525578,84.60051380219072,8.065801221311812,241.97403663935435
Togo,1986,10,25.215196506539115,31.707678658053528,19.703551261875795,81.127663666464,5.623652761597555,174.3332356095242
Togo,1986,11,25.451103727506652,33.57996019528885,16.826302098490793,68.66836360649407,0.792060214372001,23.761806431160032
Togo,1986,12,24.672573712201814,34.246510647713926,15.139776297007522,53.05870738901927,0.200761509264569,6.223606787201639
Togo,1987,1,27.44435876397706,37.50059429510602,17.73199838868316,50.18683318476238,0.0025095188658071127,0.0777950848400205
Togo,1987,2,29.264366928614734,38.13005615741933,20.243891850686605,51.05330042969526,0.5108643206145562,14.304200977207575
Togo,1987,3,28.46421260366854,38.636124052508514,20.517570909204146,60.07370921829773,1.8969007454697064,58.8039231095609
Togo,1987,4,29.985305939371894,39.614511175770744,21.92888633972189,58.66256717374837,1.2655155473184618,37.965466419553856
Togo,1987,5,28.853590449378434,38.21679047458641,22.743425412299278,67.78191523115258,2.982543533090071,92.4588495257922
Togo,1987,6,26.504626361120874,34.3902594079703,20.95099863149403,77.70363602602744,6.21335125661151,186.40053769834532
Togo,1987,7,25.960337626284556,32.62429887201831,21.37345637192041,80.72115554633525,5.5923187659827365,173.36188174546484
Togo,1987,8,24.93819745177972,31.130110665363848,20.59754935404677,85.9648279076537,8.97983833055864,278.3749882473178
Togo,1987,9,25.033372355316992,30.963500547800393,20.82967608438694,86.24797426003198,9.969904530965524,299.0971359289657
Togo,1987,10,25.61579963139789,31.421636326107553,20.628706868611893,83.18053292477519,4.609663397699095,142.89956532867194
Togo,1987,11,26.198895516279823,34.19394556056069,19.40049822188723,71.7207598887827,0.029992638904263253,0.8997791671278976
Togo,1987,12,25.875418047602395,34.66981623261932,17.061030238135167,61.35282714800401,0.0526318689967309,1.6315879388986578
Togo,1988,1,26.873146884591346,36.608397500929456,16.466999660189046,53.41599005786554,0.04750444269072898,1.4726377234125985
Togo,1988,2,28.62412243523671,38.67833937480906,17.34064340336086,49.56249879327235,0.3555947488269254,10.312247715980837
Togo,1988,3,28.823076914326343,38.22844398576793,20.97638497038769,64.19357598574047,2.090101978396843,64.79316133030213
Togo,1988,4,27.84608218415463,37.25424867206089,22.25338682622313,73.52614055850881,4.260255388615001,127.80766165845004
Togo,1988,5,27.57401638451597,35.45168582533788,22.885643257737136,76.75518080538814,3.428823638244544,106.29353278558087
Togo,1988,6,25.527631643759797,32.2852708843322,21.20565597469921,82.8697039168022,6.191287559964198,185.73862679892594
Togo,1988,7,24.26307383944848,29.837790544062944,20.084059528948213,86.69235667836784,8.21630373866037,254.70541589847147
Togo,1988,8,23.936011591441147,29.35804109621404,20.048703629757195,87.38635303738553,8.410346827832287,260.72075166280086
Togo,1988,9,24.383423126373337,29.647235398258847,20.27710616278036,86.83192995944705,9.751742567404852,292.5522770221456
Togo,1988,10,25.5402551430144,31.4788767920721,20.812689477956454,83.00505386765897,3.729483056929743,115.61397476482203
Togo,1988,11,25.683150250449778,32.37723470236226,19.16524133661835,74.48453754879893,0.475731308525841,14.27193925577523
Togo,1988,12,24.89129918728759,32.82404284632913,14.080855386267578,63.729137832356116,0.2683035241006119,8.31740924711897
Togo,1989,1,23.40397775553283,34.16288956823382,12.22947243584155,49.087721738556866,0.0,0.0
Togo,1989,2,26.412827596547803,37.36340922323015,15.204163046363044,44.843153053491584,0.01505127537954501,0.42143571062726026
Togo,1989,3,27.70139999306121,37.802863973953684,20.35082141747693,65.06833763571302,2.1137233897539374,65.52542508237205
Togo,1989,4,28.242866230299327,37.740618195118735,22.628548522059855,69.52822322892348,2.032866403581726,60.985992107451786
Togo,1989,5,27.4454511460044,36.41900275755896,21.573675209847128,73.55363572630151,3.213120230946767,99.60672715934977
Togo,1989,6,25.50707776391911,34.55619904867564,20.35012234180381,81.94421414698331,8.151303991182182,244.53911973546548
Togo,1989,7,24.20312232457888,29.84966673356815,19.813837402712046,86.34338243397019,7.616416486464429,236.1089110803973
Togo,1989,8,23.761145871503846,29.0103414583544,19.717090924460337,88.10560795152787,9.200097772886402,285.20303095947844
Togo,1989,9,24.675640220481824,30.174711670572304,20.202006408302104,85.21124681747447,7.654370530883966,229.631115926519
Togo,1989,10,24.973384288264604,31.181842963716807,19.345823422795267,83.28857474681308,3.98481336988288,123.52921446636927
Togo,1989,11,25.57403869025546,32.58286090861258,18.661239687273582,74.11728448564315,0.17790373073143112,5.337111921942934
Togo,1989,12,24.894551687293987,32.37735703164028,17.360958682840405,67.50701274374181,0.21728918755908275,6.735964814331565
Togo,1990,1,26.458864279983285,35.493525174730856,17.97598099578596,60.82615023020902,0.14280956203588463,4.427096423112424
Togo,1990,2,27.25596028966624,36.79202040362915,17.093117854091485,51.70279576482964,0.570861781392721,15.984129878996189
Togo,1990,3,29.65770776981223,39.46211101540894,20.03519358748005,47.99292263202027,0.18537974498060916,5.746772094398884
Togo,1990,4,28.04431464783584,38.373461498955805,21.76031423234757,72.64795431660222,4.0114966378236945,120.34489913471083
Togo,1990,5,27.086708414273705,34.7256082626053,21.92564477222807,76.64760051676335,3.5818642552942737,111.03779191412248
Togo,1990,6,26.337317376947777,33.782852479069575,21.06577043628971,78.36185731842808,4.774021413104608,143.22064239313823
Togo,1990,7,24.39531529874899,30.238950358565855,20.361001178758123,85.68695304871177,7.0166045690651195,217.5147416410187
Togo,1990,8,24.580773484603128,30.494441553734127,20.2347969255694,84.42686474640652,6.040034094584727,187.24105693212653
Togo,1990,9,25.050412014708627,30.67870238406851,20.583834609447067,83.73206954267428,5.532374504047482,165.97123512142446
Togo,1990,10,25.747384915636285,32.50384102381482,20.577174683977926,81.02392145766763,2.8220451859248152,87.48340076366927
Togo,1990,11,26.648936678684308,34.21297998875189,20.715489890772943,73.47388827201922,0.8466128840059574,25.398386520178722
Togo,1990,12,26.38008175847841,34.934389823486136,17.198791350394615,64.38215052055439,2.0129653427126946,62.40192562409353
Togo,1991,1,26.992873544235742,37.061536613531004,13.301936762138721,53.926124515000964,0.052669944459959345,1.6327682782587396
Togo,1991,2,29.32815484133991,37.91109898868891,20.096177025002238,55.825169953431605,0.6980606004150978,19.545696811622737
Togo,1991,3,28.57567324909225,37.71536414257887,21.329815679846654,65.54357547690691,1.947992830546902,60.387777746953965
Togo,1991,4,27.63063720324322,35.543109921336615,21.93695057858759,73.62280471062614,5.022843007919031,150.6852902375709
Togo,1991,5,26.01045186146375,32.66308193521091,21.55395137304802,83.98490624541907,7.223477470456798,223.92780158416073
Togo,1991,6,25.83518989803606,32.099236955791895,21.387156161885642,84.04397488989632,5.349801521290024,160.49404563870073
Togo,1991,7,24.288318031366003,29.679194343919686,20.096063880493496,87.50012130966246,7.31495665239371,226.76365622420502
Togo,1991,8,23.850888225626857,28.840580060726104,20.17582705119305,88.69286262481866,8.028088117687345,248.8707316483077
Togo,1991,9,24.995981888993924,30.720840741100588,20.117249081707566,83.93045458855798,4.6692662058171335,140.077986174514
Togo,1991,10,24.81319872880124,30.805092937828068,20.10778008873095,83.77412086939623,3.7620556460251926,116.62372502678097
Togo,1991,11,25.464248097518986,32.53196250122436,18.17031698448492,73.14169719458813,0.25318041232946864,7.595412369884059
Togo,1991,12,24.69854413043841,33.139202670407855,14.158949466683307,61.96520381179259,0.027560794245352124,0.8543846216059159
Togo,1992,1,23.75583941640369,35.23677641382708,11.902841992724888,49.84565456661681,0.0,0.0
Togo,1992,2,27.352365290721224,37.985015522370595,17.29753324428802,46.36877102912901,0.03509087412321254,1.0176353495731636
Togo,1992,3,29.419285179584147,38.8698076140027,21.525662974506744,52.69060343437032,0.40080669982264266,12.425007694501923
Togo,1992,4,28.18353458655172,36.14369680698637,22.428991460030367,71.10327613413493,2.518587832411694,75.55763497235081
Togo,1992,5,26.749604024279744,33.86064502468777,21.998491658629007,78.86315186872514,3.998819595847913,123.9634074712853
Togo,1992,6,25.6323480990995,31.79781467146542,21.083284271442917,81.874087074751,4.832936487808619,144.98809463425857
Togo,1992,7,24.323001229095247,31.211119481145868,20.112356450577458,84.28834472419008,4.834184252891743,149.85971183964404
Togo,1992,8,23.791451228549608,30.26334108708262,19.23332156398591,83.68560893451765,3.8930942438676457,120.68592155989701
Togo,1992,9,24.670801651706526,31.687627033938394,19.961974655129755,83.63723894911641,7.687866666210016,230.63599998630048
Togo,1992,10,25.438147192830797,32.781450747000925,19.791039709863888,79.78345268142665,2.3973800792881472,74.31878245793257
Togo,1992,11,25.486439551913733,33.90625655998918,16.34751807409598,65.93339455448772,0.9948880597942832,29.846641793828496
Togo,1992,12,26.15316972799744,35.751295408408765,15.779875284561125,53.29461815607599,0.047645068913047456,1.4769971363044712
Togo,1993,1,25.40867943146891,36.75680003596318,15.259172663831249,36.27383786287305,0.017566632060649786,0.5445655938801434
